design_count_expected,design_count_completed,effective_design_count,median_design_delta,minimum_design_delta,maximum_design_delta,fraction_designs_favouring_geology,median_reference_distance_m,polynomial_degree,coordinate_term_count,ridge_alpha_grid,inner_grouped_folds,analysis_role,inference_label,directional_or_anisotropy_interpretation,changes_frozen_covariance_gate
60,60,60,-0.1318298855536571,-0.17205175544513213,0.037654908885240035,0.95,111.8912024,2,9,0.1;1.0;10.0,5,reviewer_motivated_post_analysis_dependent_validation_geometry_sensitivity,descriptive only; 60 designs reuse the same 100 holes,False,False
